Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Wheat,16.506,80,6.5,64.32
Corn,7.348,80,6.75,0
Rice,16.885,80,8,12.052
Potato,10.168,80,8,0.794
Wheat,13.625,80,8,22.528
Corn,14.736,80,6.25,32.276
Rice,17.959,80,6.25,24.434
Potato,10.643,80,6.5,5.546
Wheat,12.106,80,6.25,15.228
Corn,16.71,80,6.75,42.909
Rice,18.008,80,6.75,21.084
Potato,14.813,80,8,29.411
Wheat,16.99,80,6.5,58.994
Corn,16.182,80,8,40.4
Rice,14.902,80,6.25,0
Potato,16.038,80,6.5,57.41
Wheat,27.616,72.384,6.75,11.502
Corn,13.055,80,8,17.91
Rice,21.357,78.643,5.5,46.934
Potato,13.981,80,6.5,33.186
Wheat,14.227,80,6.75,24.796
Corn,18.806,80,6.5,89.611
Rice,18.495,80,6.5,36.367
Potato,15.334,80,6.25,38.908
Wheat,17.179,80,5.5,37.393
Corn,15.944,80,6.25,49.163
Rice,18.04,80,6.75,21.167
Potato,7.432,80,8,0
Wheat,18.902,80,6.5,68.876
Corn,24.907,75.093,8,29.335
Rice,11.078,80,6.5,0
Potato,15.932,80,6.25,44.827
Wheat,11.779,80,6.75,9.363
Corn,4.976,80,6.5,0
Rice,13.452,80,8,0
Potato,22.122,77.878,6.25,59.349
Wheat,9.829,80,6.25,0
Corn,11.027,80,5.5,6.911
Rice,18.876,80,6.75,29.947
Potato,20.302,79.698,5.5,52.435
Wheat,22.97,77.03,6.75,42.468
Corn,27.871,72.129,6.25,16.554
Rice,27.047,72.953,5.5,47.095
Potato,27.442,72.558,6.25,20.029
Wheat,31.271,68.729,8,0
Corn,31.352,68.648,8,0
Rice,22.338,77.662,5.5,37.7
Potato,28.689,71.311,6.5,11.5
Wheat,23.788,76.212,8,35.104
Corn,18.974,80,6.75,60.946
Rice,22.503,77.497,5.5,50.076
Potato,30.333,69.667,6.25,0
Wheat,10.842,80,6.75,4.703
Corn,30.293,69.707,6.25,0
Rice,24.807,75.193,6.25,90.745
Potato,24.738,75.262,6.25,38.898
Wheat,21.584,78.416,6.75,56.432
Corn,30.23,69.77,6.5,0
Rice,19.35,80,6.75,27.886
Potato,27.693,72.307,6.5,17.662
Wheat,16.959,80,6.25,56.625
Corn,30.552,69.448,6.5,0
Rice,29.239,70.761,6.25,45.224
Potato,16.174,80,6.25,40.059
Wheat,27.558,72.442,6.75,16.039
Corn,35.349,64.651,8,0
Rice,24.486,75.514,8,67.284
Potato,18.55,80,6.25,59.429
Wheat,26.039,73.961,5.5,22.116
Corn,35.326,64.674,6.25,0
Rice,18.877,80,6.75,28.791
Potato,20.057,79.943,6.25,77.147
Wheat,33.621,66.379,5.5,0
Corn,29.439,70.561,8,2.954
Rice,26.548,73.452,6.25,69.983
Potato,21.999,78.001,8,49.17
Wheat,23.366,76.634,6.75,36.714
Corn,27.559,72.441,5.5,13.698
Rice,26.925,73.075,6.5,73.966
Potato,24.15,75.85,6.75,41.095
Wheat,22.002,77.998,6.75,46.378
Corn,25.231,74.769,6.5,40.941
Rice,24.648,75.352,8,64.48
Potato,22.319,77.681,8,41.747
Wheat,30.588,69.412,8,0
Corn,26.262,73.738,6.5,34.253
Rice,26.34,73.66,6.25,70.687
Potato,23.374,76.626,6.25,50.735
Wheat,16.13,80,6.5,57.403
Corn,25.965,74.035,6.75,22.712
Rice,21.984,78.016,6.5,77.824
Potato,16.845,80,6.25,48.622
Wheat,29.949,70.051,5.5,0.316
Corn,23.293,76.707,6.25,50.142
Rice,13.098,80,6.5,0
Potato,19.997,80,6.25,86.484
Wheat,25.619,74.381,8,26.545
Corn,30.67,69.33,8,0
Rice,20.68,79.32,6.5,65.015
Potato,26.111,73.889,6.25,30.474
Wheat,21.416,78.584,6.5,79.505
Corn,19.113,80,5.5,51.397
Rice,26.322,73.678,5.5,58.885
Potato,22.149,77.851,6.75,43.27
Wheat,34.107,65.893,8,0
Corn,31.009,68.991,5.5,0
Rice,17.355,80,5.5,16.018
Potato,29.736,70.264,6.25,1.691
Wheat,28.036,71.964,5.5,9.233
Corn,24.693,75.307,5.5,35.487
Rice,21.05,78.95,5.5,42.31
Potato,18.472,80,6.25,69.08
Wheat,20.457,79.543,6.75,57.872
Corn,11.037,80,5.5,6.348
Rice,20.435,79.565,6.5,61.562
Potato,26.336,73.664,5.5,18.564
Wheat,14.191,80,6.25,27.606
Corn,18.388,80,6.5,81.04
Rice,22.794,77.206,8,51.861
Potato,23.766,76.234,6.25,39.62
Wheat,22.73,77.27,6.75,31.527
Corn,33.841,66.159,6.5,0
Rice,21.024,78.976,6.75,44.358
Potato,31.376,68.624,5.5,0
Wheat,25.962,74.038,6.5,31.12
Corn,23.284,76.716,5.5,44.741
Rice,26.731,73.269,6.75,62.916
Potato,30.563,69.437,5.5,0
Wheat,22.36,77.64,6.5,63.327
Corn,24.389,75.611,6.25,42.824
Rice,20.899,79.101,5.5,38.875
Potato,23.152,76.848,6.5,62.278
Wheat,25.776,74.224,6.25,27.282
Corn,16.859,80,8,46.113
Rice,15.75,80,6.5,6.973
Potato,19.862,80,5.5,47.865
Wheat,26.683,73.317,6.5,31.059
Corn,20.074,79.926,6.25,67.926
Rice,22.574,77.426,6.25,76.853
Potato,21.788,78.212,6.5,67.582
Wheat,21.36,78.64,6.25,78.745
Corn,23.99,76.01,5.5,44.781
Rice,22.961,77.039,8,51.498
Potato,24.288,75.712,8,32.728
Wheat,27.825,72.175,6.5,18.403
Corn,23.378,76.622,6.25,43.049
Rice,24.557,75.443,6.5,100.252
Potato,24.911,75.089,6.25,32.28
Wheat,29.133,70.867,6.5,8.023
Corn,25.14,74.86,6.75,33.902
Rice,25.227,74.773,6.75,64.88
Potato,30.833,69.167,6.5,0
Wheat,17.738,80,6.75,34.25
Corn,23.178,76.822,6.75,43.209
Rice,23.031,76.969,6.75,58.442
Potato,26.064,73.936,6.75,21.763
Wheat,19.12,80,6.75,49.421
Corn,31.456,68.544,6.25,0
Rice,19.59,80,5.5,25.655
Potato,28.289,71.711,8,9.029
Wheat,18.117,80,6.5,75.247
Corn,25.748,74.252,6.5,41.114
Rice,33.283,66.717,6.5,15.448
Potato,22.13,77.87,5.5,41.31
Wheat,33.667,66.333,5.5,0
Corn,25.788,74.212,6.25,33.891
Rice,30.776,69.224,5.5,24.05
Potato,20.087,79.913,5.5,52.975
Wheat,25.719,74.281,8,24.211
Corn,28.553,71.447,6.5,15.169
Rice,23.545,76.455,8,55.088
Potato,24.236,75.764,6.25,43.549
Wheat,24.542,75.458,8,33.521
Corn,16.091,80,6.75,37.124
Rice,31.023,68.977,6.75,22.195
Potato,23.735,76.265,6.25,52.544
Wheat,19.047,80,6.25,64.642
Corn,29.011,70.989,5.5,4.366
Rice,23.663,76.337,6.75,65.023
Potato,20.46,79.54,6.75,51.977
Wheat,25.387,74.613,6.25,32.017
Corn,23.356,76.644,5.5,46.684
Rice,26.972,73.028,6.5,72.573
Potato,22.588,77.412,6.25,52.372
Wheat,21.168,78.832,6.5,76.836
Corn,21.845,78.155,5.5,45.449
Rice,24.827,75.173,8,73.139
Potato,14.006,80,5.5,18.346
Wheat,23.087,76.913,6.75,48.439
Corn,25.546,74.454,6.5,46.204
Rice,26.399,73.601,8,56.383
Potato,28.647,71.353,6.75,8.075
Wheat,16.901,80,5.5,38.974
Corn,20.462,79.538,6.5,87.395
Rice,23.018,76.982,6.5,88.164
Potato,25.737,74.263,6.25,30.358
Wheat,23.983,76.017,8,31.299
Corn,21.868,78.132,6.5,80.413
Rice,29.491,70.509,5.5,40.079
Potato,34.932,65.068,6.25,0
Wheat,35.774,64.226,6.5,0
Corn,17.1,80,6.75,37.898
Rice,24.26,75.74,8,60.781
Potato,22.011,77.989,6.25,60.871
Wheat,21.935,78.065,5.5,45.619
Corn,28.456,71.544,5.5,7.878
Rice,38.445,61.555,6.25,0
Potato,35.28,64.72,6.75,0
Wheat,24.562,75.438,6.75,31.091
Corn,26.336,73.664,6.5,34.913
Rice,37.34,62.66,6.5,0
Potato,26.492,73.508,6.75,19.74
Wheat,24.324,75.676,6.75,34.077
Corn,22.749,77.251,6.5,82.185
Rice,21.233,78.767,6.75,48.125
Potato,31.306,68.694,8,0
Wheat,26.86,73.14,8,19.24
Corn,31.607,68.393,6.75,0
Rice,28.016,71.984,6.25,53.9
Potato,29.732,70.268,6.5,2.402
Wheat,21.76,78.24,6.5,82.695
Corn,27.361,72.639,8,15.795
Rice,33.309,66.691,5.5,10.736
Potato,33.363,66.637,6.75,0
Wheat,28.525,71.475,6.25,8.428
Corn,27.71,72.29,6.5,24.292
Rice,31.533,68.467,5.5,18.201
Potato,20.98,79.02,5.5,51.717
Wheat,21.519,78.481,5.5,50.094
Corn,41.352,58.648,5.5,0
Rice,32.185,67.815,6.5,29.272
Potato,29.391,70.609,5.5,3.382
Wheat,26.783,73.217,6.5,32.13
Corn,18.599,80,6.75,62.194
Rice,26.031,73.969,6.5,83.618
Potato,19.387,80,8,57.376
Wheat,22.597,77.403,8,50.811
Corn,23.096,76.904,5.5,39.589
Rice,23.727,76.273,5.5,59.148
Potato,26.122,73.878,5.5,20.318
Wheat,19.693,80,8,55.274
Corn,20.955,79.045,8,60.489
Rice,19.988,80,8,34.853
Potato,20.093,79.907,5.5,52.965
Wheat,25.845,74.155,8,23.12
Corn,27.342,72.658,6.5,25.685
Rice,18.123,80,5.5,18.269
Potato,12.196,80,8,12.572
Wheat,15.611,80,6.75,33.893
Corn,26.039,73.961,5.5,21.69
Rice,23.217,76.783,5.5,54.2
Potato,37.118,62.882,5.5,0
Wheat,29.755,70.245,6.25,1.798
Corn,14.882,80,5.5,29.606
Rice,26.979,73.021,6.75,48.342
Potato,31.905,68.095,5.5,0
Wheat,31.175,68.825,5.5,0
Corn,29.582,70.418,8,2.526
Rice,24.297,75.703,8,63.437
Potato,22.404,77.596,8,45.373
Wheat,19.873,80,6.5,92.453
Corn,27.748,72.252,6.75,13.136
Rice,17.401,80,6.25,19.972
Potato,22.114,77.886,5.5,42.845
Wheat,28.58,71.42,6.5,13.037
Corn,27.706,72.294,6.25,19.462
Rice,36.468,63.532,8,0
Potato,25.583,74.417,6.25,28.424
Wheat,18.303,80,6.5,71.7
Corn,19.893,80,6.5,113.498
Rice,22.328,77.672,8,45.039
Potato,21.153,78.847,8,51.228
Wheat,21.573,78.427,6.25,71.775
Corn,17.531,80,6.5,75.515
Rice,20.708,79.292,6.75,39.396
Potato,23.205,76.795,8,43.938
Wheat,28.181,71.819,6.5,16.19
Corn,23.1,76.9,8,39.785
Rice,24.564,75.436,5.5,51.158
Potato,28.88,71.12,6.75,6.102
Wheat,22.604,77.396,8,40.982
Corn,25.938,74.062,6.25,35.915
Rice,22.323,77.677,6.75,48.344
Potato,28.874,71.126,5.5,4.427
Wheat,21.277,78.723,5.5,46.976
Corn,19.919,80,6.75,58.424
Rice,18.393,80,6.75,21.553
Potato,24.682,75.318,8,24.475
Wheat,19.087,80,6.25,70.761
Corn,27.724,72.276,6.5,27.04
Rice,18.443,80,6.25,27.51
Potato,26.152,73.848,6.5,36.032
Wheat,24.57,75.43,8,30.662
Corn,24.833,75.167,8,37.783
Rice,23.473,76.527,6.5,81.204
Potato,29.095,70.905,5.5,4.271
Wheat,20.861,79.139,6.75,47.274
Corn,15.861,80,8,38.358
Rice,26.741,73.259,6.75,61.273
Potato,20.971,79.029,6.5,94.794
Wheat,26.139,73.861,6.25,31.016
Corn,23.407,76.593,6.25,59.355
Rice,33.571,66.429,6.25,12.142
Potato,23.602,76.398,6.75,43.923
Wheat,33.841,66.159,5.5,0
Corn,19.398,80,6.75,51.703
Rice,28.194,71.806,8,43.072
Potato,36.67,63.33,8,0
Wheat,24.403,75.597,6.75,32.442
Corn,29.267,70.733,5.5,3.81
Rice,18.792,80,6.25,33.403
Potato,29.707,70.293,8,1.501
Wheat,22.378,77.622,6.25,55.957
Corn,23.155,76.845,6.75,47.541
Rice,23.006,76.994,5.5,49.065
Potato,35.884,64.116,8,0
Wheat,31.982,68.018,6.25,0
Corn,34.677,65.323,6.5,0
Rice,21.379,78.621,6.75,42.499
Potato,24.093,75.907,6.25,42.197
Wheat,21.648,78.352,6.5,70.927
Corn,24.039,75.961,6.25,47.786
Rice,27.431,72.569,6.25,65.125
Potato,29.756,70.244,5.5,1.208
Wheat,24.797,75.203,6.5,47.508
Corn,23.531,76.469,8,37.772
Rice,20.659,79.341,8,36.359
Potato,21.115,78.885,6.5,80.93
Wheat,30.222,69.778,6.25,0
Corn,28.368,71.632,6.5,15.547
Rice,23.703,76.297,6.25,62.724
Potato,15.033,80,6.5,43.852
Wheat,24.958,75.042,5.5,32.429
Corn,21.263,78.737,6.75,54.567
Rice,24.112,75.888,8,54.516
Potato,28.603,71.397,8,7.655
Wheat,30.531,69.469,5.5,0
Corn,22.584,77.416,8,50.965
Rice,29.847,70.153,6.25,42.571
Potato,29.911,70.089,6.5,0.809
Wheat,31.93,68.07,5.5,0
Corn,26.211,73.789,6.75,23.51
Rice,27.881,72.119,5.5,39.514
Potato,28.692,71.308,5.5,7.298
Wheat,23.071,76.929,5.5,37.648
Corn,10.851,80,6.25,7.388
Rice,21.854,78.146,6.25,55.717
Potato,24.232,75.768,8,34.61
Wheat,19.947,80,8,71.846
Corn,25.964,74.036,6.75,26.225
Rice,19.687,80,6.75,32.652
Potato,25.943,74.057,8,26.144
Wheat,23.952,76.048,6.25,47.532
Corn,27.995,72.005,5.5,11.172
Rice,30.285,69.715,5.5,27.034
Potato,22.856,77.144,6.5,70.999
Wheat,24.008,75.992,6.75,29.8
Corn,25.379,74.621,6.5,47.007
Rice,23.677,76.323,6.25,82.679
Potato,31.515,68.485,6.5,0
Wheat,22.57,77.43,6.25,55.134
Corn,14.244,80,6.5,44.173
Rice,19.951,80,6.75,34.57
Potato,25.85,74.15,6.5,38.518
Wheat,23.761,76.239,8,35.226
Corn,29.851,70.149,5.5,0.897
Rice,26.337,73.663,6.25,78.115
Potato,27.19,72.81,6.75,16.949
Wheat,15.883,80,8,29.912
Corn,23.743,76.257,6.25,50.394
Rice,26.937,73.063,6.75,60.861
Potato,25.181,74.819,6.25,29.397
Wheat,18.914,80,6.75,53.652
Corn,27.11,72.89,6.75,18.439
Rice,29.23,70.77,5.5,40.184
Potato,30.814,69.186,6.75,0
Wheat,27.803,72.197,6.25,16.213
Corn,18.692,80,6.5,90.602
Rice,19.812,80,6.5,56.293
Potato,26.745,73.255,6.75,16.241
Wheat,22.819,77.181,6.5,67.644
Corn,19.381,80,5.5,52.052
Rice,27.943,72.057,5.5,45.395
Potato,24.685,75.315,5.5,29.895
Wheat,34.256,65.744,6.25,0
Corn,29.376,70.624,8,3.89
Rice,22.252,77.748,6.25,71.821
Potato,29.743,70.257,8,1.624
Wheat,11.379,80,5.5,8.303
Corn,27.888,72.112,6.5,25.867
Rice,22.191,77.809,8,52.119
Potato,31.315,68.685,6.25,0
Wheat,24.004,75.996,6.5,54.696
Corn,17.931,80,6.25,60.577
Rice,24.591,75.409,5.5,53.206
Potato,25.873,74.127,6.5,30.765
Wheat,15.538,80,6.75,34.73
Corn,28.17,71.83,6.75,10.529
Rice,23.5,76.5,5.5,62.845
Potato,25.029,74.971,6.75,25.647
Wheat,26.59,73.41,6.5,33.541
Corn,17.038,80,5.5,46.124
Rice,27.488,72.512,8,50.879
Potato,34.294,65.706,8,0
Wheat,21.013,78.987,8,52.043
Corn,31.788,68.212,5.5,0
Rice,24.694,75.306,8,76.253
Potato,23.368,76.632,6.75,40.313
Wheat,36.762,63.238,6.25,0
Corn,34.253,65.747,5.5,0
Rice,32.474,67.526,5.5,14.022
Potato,46.159,53.841,5.5,0
Wheat,46.718,53.282,8,0
Corn,41.787,58.213,6.25,0
Rice,29.104,70.896,6.75,45.245
Potato,26.749,73.251,5.5,19.174
Wheat,22.17,77.83,8,52.481
Corn,30.397,69.603,6.25,0
Rice,38.883,61.117,6.25,0
Potato,35.273,64.727,6.5,0
Wheat,33.236,66.764,6.25,0
Corn,35.443,64.557,6.5,0
Rice,37.737,62.263,8,0
Potato,27.135,72.865,6.5,25.493
Wheat,30.85,69.15,5.5,0
Corn,32.022,67.978,6.25,0
Rice,32.849,67.151,5.5,12.271
Potato,36.7,63.3,6.5,0
Wheat,33.909,66.091,8,0
Corn,35.183,64.817,6.5,0
Rice,32.682,67.318,5.5,13.598
Potato,32.674,67.326,6.75,0
Wheat,36.89,63.11,8,0
Corn,25.423,74.577,6.5,46.798
Rice,37.063,62.937,5.5,0
Potato,37.381,62.619,5.5,0
Wheat,33.171,66.829,6.75,0
Corn,36.795,63.205,6.75,0
Rice,29.843,70.157,5.5,31.499
Potato,42.74,57.26,6.75,0
Wheat,36.193,63.807,5.5,0
Corn,35.912,64.088,5.5,0
Rice,36.021,63.979,6.25,0
Potato,32.501,67.499,6.75,0
Wheat,31.056,68.944,6.5,0
Corn,40.936,59.064,8,0
Rice,29.911,70.089,6.75,34.322
Potato,33.175,66.825,5.5,0
Wheat,36.481,63.519,6.25,0
Corn,38.539,61.461,6.75,0
Rice,25.084,74.916,8,55.185
Potato,44.662,55.338,8,0
Wheat,41.083,58.917,6.25,0
Corn,36.169,63.831,6.5,0
Rice,31.213,68.787,6.25,39.823
Potato,38.816,61.184,5.5,0
Wheat,31.625,68.375,6.25,0
Corn,31.859,68.141,5.5,0
Rice,40.677,59.323,6.25,0
Potato,36.806,63.194,8,0
Wheat,39.251,60.749,6.75,0
Corn,36.874,63.126,6.75,0
Rice,27.09,72.91,5.5,32.313
Potato,30.911,69.089,6.25,0
Wheat,32.907,67.093,8,0
Corn,28.075,71.925,8,11.654
Rice,43.552,56.448,6.25,0
Potato,41.269,58.731,5.5,0
Wheat,28.392,71.608,6.75,8.685
Corn,39.452,60.548,5.5,0
Rice,49.055,50.945,6.75,0
Potato,30.744,69.256,6.75,0
Wheat,29.061,70.939,8,5.173
Corn,33.704,66.296,6.25,0
Rice,31.166,68.834,6.25,31.337
Potato,38.409,61.591,5.5,0
Wheat,33.028,66.972,6.5,0
Corn,36.226,63.774,6.25,0
Rice,25.579,74.421,6.75,67.313
Potato,30.6,69.4,8,0
Wheat,43.099,56.901,6.5,0
Corn,31.265,68.735,6.5,0
Rice,35.009,64.991,6.75,0
Potato,49.168,50.832,6.5,0
Wheat,32.963,67.037,8,0
Corn,43.322,56.678,5.5,0
Rice,38.368,61.632,6.75,0
Potato,30.463,69.537,5.5,0
Wheat,33.637,66.363,6.75,0
Corn,29.275,70.725,6.25,5.027
Rice,28.19,71.81,8,49.173
Potato,37.619,62.381,6.75,0
Wheat,32.132,67.868,6.5,0
Corn,37.838,62.162,6.75,0
Rice,31.398,68.602,5.5,20.951
Potato,39.405,60.595,6.25,0
Wheat,28.865,71.135,5.5,6.922
Corn,43.076,56.924,6.5,0
Rice,37.762,62.238,6.75,0
Potato,34.974,65.026,6.5,0
Wheat,42.515,57.485,6.5,0
Corn,35.191,64.809,8,0
Rice,30.004,69.996,5.5,27.119
Potato,34.023,65.977,8,0
Wheat,35.173,64.827,6.25,0
Corn,31.391,68.609,8,0
Rice,44.996,55.004,6.25,0
Potato,41.935,58.065,8,0
Wheat,36.431,63.569,8,0
Corn,27.759,72.241,6.5,21.458
Rice,35.107,64.893,6.5,0
Potato,30.053,69.947,8,0
Wheat,42.385,57.615,5.5,0
Corn,32.151,67.849,6.5,0
Rice,31.621,68.379,6.5,37.159
Potato,45.229,54.771,8,0
Wheat,28.941,71.059,6.5,9.691
Corn,27.422,72.578,6.5,22.303
Rice,37.819,62.181,6.25,0
Potato,37.078,62.922,6.5,0
Wheat,44.366,55.634,6.25,0
Corn,36.281,63.719,6.25,0
Rice,29.698,70.302,8,32.84
Potato,42.691,57.309,8,0
Wheat,38.447,61.553,6.25,0
Corn,27.975,72.025,5.5,13.85
Rice,40.602,59.398,6.75,0
Potato,37.13,62.87,6.75,0
Wheat,36.74,63.26,5.5,0
Corn,32.895,67.105,8,0
Rice,43.732,56.268,8,0
Potato,39.842,60.158,5.5,0
Wheat,30.707,69.293,6.25,0
Corn,41.683,58.317,6.5,0
Rice,36.061,63.939,6.75,0
Potato,29.829,70.171,6.5,1.378
Wheat,37.086,62.914,6.25,0
Corn,34.816,65.184,5.5,0
Rice,34.104,65.896,6.75,5.974
Potato,41.927,58.073,6.75,0
Wheat,36.506,63.494,6.75,0
Corn,43.028,56.972,8,0
Rice,28.731,71.269,8,35.309
Potato,30.027,69.973,6.25,0
Wheat,26.761,73.239,6.25,18.946
Corn,32.214,67.786,6.5,0
Rice,30.254,69.746,6.25,42.73
Potato,30.611,69.389,6.75,0
Wheat,36.47,63.53,6.75,0
Corn,36.854,63.146,6.5,0
Rice,31.289,68.711,6.5,39.693
Potato,42.099,57.901,6.75,0
Wheat,25.533,74.467,6.25,32.552
Corn,42.836,57.164,6.75,0
Rice,36.133,63.867,6.75,0
Potato,33.182,66.818,5.5,0
Wheat,36.741,63.259,6.25,0
Corn,41.328,58.672,6.25,0
Rice,31.878,68.122,5.5,22.065
Potato,43.116,56.884,6.75,0
Wheat,33.833,66.167,8,0
Corn,29.373,70.627,6.75,3.625
Rice,40.049,59.951,6.25,0
Potato,39.449,60.551,6.5,0
Wheat,42.246,57.754,5.5,0
Corn,40.983,59.017,6.5,0
Rice,28.764,71.236,6.5,61.959
Potato,39.517,60.483,6.75,0
Wheat,35.039,64.961,5.5,0
Corn,45.143,54.857,6.75,0
Rice,32.82,67.18,5.5,11.639
Potato,41.768,58.232,6.75,0
Wheat,38.841,61.159,8,0
Corn,32.872,67.128,6.75,0
Rice,34.148,65.852,6.25,6.905
Potato,33.269,66.731,6.5,0
Wheat,39.966,60.034,5.5,0
Corn,29.207,70.793,6.25,5.95
Rice,29.086,70.914,5.5,29.525
Potato,35.762,64.238,6.5,0
Wheat,33.703,66.297,6.25,0
Corn,31.832,68.168,6.75,0
Rice,23.382,76.618,6.75,64.905
Potato,34.906,65.094,6.5,0
Wheat,31.846,68.154,5.5,0
Corn,38.159,61.841,6.25,0
Rice,42.554,57.446,5.5,0
Potato,28.89,71.11,6.25,7.954
Wheat,27.008,72.992,6.5,25.014
Corn,32.727,67.273,6.25,0
Rice,38.199,61.801,6.25,0
Potato,28.628,71.372,6.25,9.289
Wheat,27.439,72.561,5.5,15.184
Corn,37.906,62.094,8,0
Rice,22.616,77.384,8,62.309
Potato,37.838,62.162,6.25,0
Wheat,35.548,64.452,8,0
Corn,36.621,63.379,5.5,0
Rice,32.442,67.558,6.75,17.224
Potato,33.067,66.933,5.5,0
Wheat,21.864,78.136,6.25,55.567
Corn,46.852,53.148,6.25,0
Rice,35.993,64.007,8,0
Potato,36.142,63.858,8,0
Wheat,40.054,59.946,5.5,0
Corn,40.978,59.022,5.5,0
Rice,38.173,61.827,6.75,0
Potato,38.819,61.181,8,0
Wheat,34.5,65.5,6.25,0
Corn,33.743,66.257,6.75,0
Rice,46.996,53.004,8,0
Potato,40.7,59.3,5.5,0
Wheat,39.288,60.712,6.5,0
Corn,38.958,61.042,6.75,0
Rice,23.573,76.427,6.75,63.124
Potato,29.293,70.707,6.25,5.273
Wheat,33.659,66.341,6.5,0
Corn,39.62,60.38,8,0
Rice,35.981,64.019,5.5,0
Potato,35.569,64.431,6.75,0
Wheat,40.344,59.656,5.5,0
Corn,41.744,58.256,5.5,0
Rice,46.826,53.174,6.5,0
Potato,35.36,64.64,8,0
Wheat,46.282,53.718,6.75,0
Corn,44.035,55.965,6.5,0
Rice,32.496,67.504,8,14.546
Potato,38.672,61.328,8,0
Wheat,26.202,73.798,8,22.002
Corn,41.457,58.543,6.25,0
Rice,32.004,67.996,8,17.762
Potato,31.621,68.379,8,0
Wheat,29.092,70.908,6.25,5.157
Corn,30.609,69.391,8,0
Rice,38.303,61.697,6.75,0
Potato,43.987,56.013,6.25,0
Wheat,35.4,64.6,6.5,0
Corn,36.153,63.847,6.25,0
Rice,34.939,65.061,8,0.342
Potato,36.771,63.229,6.5,0
Wheat,30.732,69.268,6.25,0
Corn,35.736,64.264,5.5,0
Rice,24.121,75.879,6.25,71.019
Potato,30.445,69.555,5.5,0
Wheat,30.405,69.595,8,0
Corn,37.933,62.067,6.5,0
Rice,41.362,58.638,8,0
Potato,36.404,63.596,5.5,0
Wheat,40.822,59.178,6.5,0
Corn,41.84,58.16,8,0
Rice,39.873,60.127,6.75,0
Potato,44.722,55.278,6.75,0
Wheat,32.295,67.705,8,0
Corn,40.396,59.604,8,0
Rice,32.517,67.483,6.25,18.936
Potato,36.96,63.04,6.5,0
Wheat,38.649,61.351,5.5,0
Corn,39.097,60.903,6.75,0
Rice,31.128,68.872,6.25,35.3
Potato,32.518,67.482,5.5,0
Wheat,37.829,62.171,6.5,0
Corn,37.349,62.651,6.25,0
Rice,32.358,67.642,6.5,21.746
Potato,26.045,73.955,6.5,32.766
Wheat,40.656,59.344,6.75,0
Corn,29.149,70.851,6.25,6.107
Rice,43.06,56.94,6.75,0
Potato,33.819,66.181,6.25,0
Wheat,35.331,64.669,6.25,0
Corn,40.522,59.478,8,0
Rice,28.177,71.823,5.5,44.838
Potato,37.396,62.604,6.5,0
Wheat,31.347,68.653,6.25,0
Corn,39.447,60.553,6.75,0
Rice,30.331,69.669,6.5,50.925
Potato,33.514,66.486,6.25,0
Wheat,34.281,65.719,6.25,0
Corn,44.935,55.065,5.5,0
Rice,41.316,58.684,8,0
Potato,36.973,63.027,6.75,0
Wheat,28.098,71.902,5.5,10.793
Corn,41.877,58.123,5.5,0
Rice,44.328,55.672,6.5,0
Potato,33.124,66.876,6.75,0
Wheat,27.662,72.338,6.25,16.538
Corn,38.479,61.521,6.75,0
Rice,37.204,62.796,5.5,0
Potato,43.597,56.403,6.75,0
Wheat,34.271,65.729,8,0
Corn,39.001,60.999,8,0
Rice,32.564,67.436,6.25,15.884
Potato,22.977,77.023,8,41.267
Wheat,33.221,66.779,6.5,0
Corn,31.525,68.475,6.5,0
Rice,28.693,71.307,5.5,34.299
Potato,31.099,68.901,5.5,0
Wheat,39.725,60.275,5.5,0
Corn,39.545,60.455,6.5,0
Rice,31.983,68.017,8,23.766
Potato,25.371,74.629,6.5,43.794
Wheat,33.94,66.06,6.75,0
Corn,33.703,66.297,6.25,0
Rice,35.1,64.9,6.75,0
Potato,43.056,56.944,8,0
Wheat,33.451,66.549,6.25,0
Corn,35.492,64.508,5.5,0
Rice,31.812,68.188,6.25,25.493
Potato,34.372,65.628,6.5,0
Wheat,41.612,58.388,6.25,0
Corn,40.303,59.697,5.5,0
Rice,50.05,49.95,8,0
Potato,35.843,64.157,8,0
Wheat,30.08,69.92,6.75,0
Corn,34.248,65.752,6.25,0
Rice,30.115,69.885,6.75,35.556
Potato,42.644,57.356,6.25,0
Wheat,39.969,60.031,5.5,0
Corn,28.799,71.201,6.75,7.65
Rice,39.879,60.121,6.5,0
Potato,39.718,60.282,6.75,0
Wheat,37.028,62.972,8,0
Corn,33.933,66.067,6.75,0
Rice,35.196,64.804,6.5,0
Potato,37.423,62.577,8,0
Wheat,24.972,75.028,5.5,29.89
Corn,37.069,62.931,6.25,0
Rice,44.34,55.66,6.25,0
Potato,23.979,76.021,6.25,47.08
Wheat,31.369,68.631,6.75,0
Corn,33.802,66.198,5.5,0
Rice,23.251,76.749,5.5,55.783
Potato,29.517,70.483,6.5,4.212
Wheat,30.278,69.722,6.75,0
Corn,33.2,66.8,8,0
Rice,36.952,63.048,6.5,0
Potato,36.106,63.894,6.25,0
Wheat,32.121,67.879,6.25,0
Corn,37.734,62.266,6.5,0
Rice,32.008,67.992,6.25,24.92
Potato,34.39,65.61,6.5,0
Wheat,22.987,77.013,6.25,46.215
Corn,37.179,62.821,8,0
Rice,24.892,75.108,6.5,111.47
